,Date,TSLA,WL-MART,AMZN,MSFOT,VISA,AAPL,GOOGL,NTFLX,JP-MORGN,NVDA
194,15-05-2018,57.001999,84.059998,79.389999,97.239998,130.559998,46.695,54.5,325.940002,113.910004,63.197497999999996
195,16-05-2018,56.765999,84.870003,78.875,97.360001,131.08999599999999,46.517502,53.865501,326.27999900000003,112.889999,61.0
196,17-05-2018,57.18,87.040001,79.028,96.760002,130.580002,47.0,53.994499,327.52999900000003,113.199997,61.52
197,18-05-2018,56.93,84.239998,79.066498,96.010002,129.619995,46.797501000000004,53.092999,324.899994,112.75,62.452498999999996
198,21-05-2018,56.265999,84.139999,79.25,97.0,130.949997,47.0,53.702999,327.109985,112.050003,62.470001
199,22-05-2018,57.551998,84.5,79.494499,97.68,131.0,47.095001,54.178001,334.049988,112.349998,61.195
200,23-05-2018,55.551998,82.949997,78.552498,96.709999,130.059998,46.587502,53.2565,329.040009,112.510002,60.07
201,24-05-2018,55.68,83.0,79.90149699999999,98.730003,131.820007,47.192501,53.950001,344.339996,112.139999,61.8475
202,25-05-2018,55.526001,82.849998,80.150002,98.300003,131.880005,47.057499,53.951,349.899994,110.459999,62.049999
203,29-05-2018,55.702,81.959999,80.0355,97.839996,130.389999,46.900002,53.244499,351.5,109.18,62.137501
204,30-05-2018,56.658001,82.449997,80.904999,98.309998,130.199997,46.93,53.151501,352.369995,107.639999,62.487499
205,31-05-2018,57.442001,83.940002,81.150002,99.290001,130.649994,46.805,53.377998,353.799988,107.949997,62.924999
206,01-06-2018,57.172001,83.040001,81.851501,99.279999,131.83999599999999,46.997501,54.967499,353.880005,108.339996,63.5
207,04-06-2018,58.868,83.5,82.445,101.260002,131.940002,47.91,56.116501,362.679993,108.989998,64.75
208,05-06-2018,59.540001000000004,85.449997,83.649498,102.0,133.380005,48.267502,57.0495,363.320007,108.239998,66.245003
209,06-06-2018,60.099998,84.949997,85.225502,102.480003,134.0,48.407501,57.108501000000004,367.77999900000003,108.660004,65.35749799999999
210,07-06-2018,63.23,84.779999,84.928001,102.650002,136.360001,48.535,56.566002000000005,368.540009,111.18,66.25
211,08-06-2018,63.799999,84.779999,84.056,101.089996,133.440002,47.7925,55.909,358.059998,110.620003,64.989998
212,11-06-2018,64.501999,84.410004,84.0755,101.010002,134.899994,47.837502,55.93,361.880005,111.120003,65.442497
213,12-06-2018,68.940002,84.32,84.650002,101.099998,134.03999299999998,47.8475,56.553501000000004,363.600006,111.139999,65.422501
214,13-06-2018,69.342003,83.889999,85.14050300000001,101.720001,135.179993,48.105,57.056000000000004,367.52999900000003,110.459999,65.660004
215,14-06-2018,69.52600100000001,84.220001,85.67400400000001,101.650002,134.96000700000002,47.887501,57.192501,384.269989,110.279999,66.055
216,15-06-2018,70.76799799999999,83.5,85.699997,101.510002,135.100006,47.5075,57.443001,390.709991,107.800003,66.150002
217,18-06-2018,71.08000200000001,83.050003,85.313004,100.010002,134.369995,46.970001,57.182499,387.72000099999997,107.260002,65.870003
218,19-06-2018,73.031998,82.599998,85.452003,99.650002,134.559998,46.285,57.924999,389.5,106.900002,65.230003
219,20-06-2018,71.608002,83.709999,87.125,101.370003,135.520004,46.587502,58.765499,415.149994,108.18,65.457497
220,21-06-2018,72.400002,83.400002,88.0,102.08000200000001,135.270004,46.8125,58.7425,421.380005,107.099998,65.900002
